Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,MRR,ARR,CLV_new,Churn Prediction,Churn Probability
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,1,4779,69.1,829.1999999999999,69.1,1,0.8675259493697264
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,2151,69.6,835.1999999999999,69.6,1,0.8830317978329585
Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,1,5387,103.45,1241.4,3206.9500000000003,1,0.6807901586513443
Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,1,5365,77.95,935.4000000000001,311.8,1,0.7680043587888283
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,1,2139,78.45,941.4000000000001,78.45,1,0.849960565471403
Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,1,3797,29.5,354.0,295.0,1,0.6350965685238822
Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,1,3257,70.75,849.0,141.5,1,0.7644494935271825
Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,1,3543,84.45,1013.4000000000001,760.0500000000001,1,0.8969697527944817
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,1,2330,85.65,1027.8000000000002,342.6,1,0.8974128540710903
Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,1,2645,70.15,841.8000000000001,2665.7000000000003,0,0.19620686900097956
Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,1,6204,97.8,1173.6,4987.8,1,0.7576701365417645
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,1,3017,46.3,555.5999999999999,46.3,1,0.6429163941871524
Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,1,5383,106.3,1275.6,4358.3,1,0.785009469811968
Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,1,5047,89.4,1072.8000000000002,1072.8000000000002,1,0.813476504289793
Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,2516,83.15,997.8000000000001,415.75,1,0.8502176696141799
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,1,4231,74.15,889.8000000000001,741.5,1,0.8107753931516117
Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,5286,99.5,1194.0,1094.5,1,0.9166541379313325
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,4773,44.15,529.8,44.15,1,0.7278720747466575
Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,1,5091,53.9,646.8,862.4,1,0.48925637502358654
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,1,2318,85.45,1025.4,85.45,1,0.8730844879417258
Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,1,5386,50.85,610.2,203.4,1,0.3736188367857085
Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,1,5020,59.2,710.4000000000001,59.2,1,0.40046012745594495
Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,1,4028,83.2,998.4000000000001,1081.6000000000001,1,0.8296455944830751
Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,1,2833,54.9,658.8,54.9,1,0.6850268492719457
Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1,3769,103.9,1246.8000000000002,2181.9,1,0.8526512645881531
Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,5638,19.25,231.0,211.75,0,0.17629965938232567
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,1,3350,75.45,905.4000000000001,150.9,1,0.8653886529198718
Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1,3016,54.85,658.2,109.7,1,0.5385615132484711
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,1,5795,95.1,1141.1999999999998,95.1,1,0.9453248984104232
Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,5838,75.5,906.0,453.0,1,0.9045572405051024
Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,1,5026,73.75,885.0,295.0,1,0.8892352003848272
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,2577,96.05,1152.6,1152.6,1,0.8878042411302192
Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,5948,88.95,1067.4,355.8,1,0.8900513293923711
Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,1,4930,50.7,608.4000000000001,202.8,1,0.5602968877423152
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,1,2755,53.4,640.8,160.2,1,0.617619692028231
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,5884,101.9,1222.8000000000002,5400.700000000001,1,0.8044759053554621
Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,1,4714,83.0,996.0,5644.0,1,0.41921718714663136
Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,1,3677,50.6,607.2,50.6,0,0.21360573366194585
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,4206,89.5,1074.0,895.0,1,0.8732481374187652
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,4154,69.8,837.5999999999999,69.8,1,0.8711877029152192
Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,1,4788,93.8,1125.6,4783.8,1,0.6192554928587367
Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,1,4766,101.05,1212.6,2425.2,1,0.8871702211823442
Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,2206,94.7,1136.4,1704.6000000000001,1,0.8978155192354262
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,1,5925,104.15,1249.8000000000002,7498.8,0,0.2997561078782284
Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,1,2131,61.45,737.4000000000001,245.8,0,0.2776584042278537
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,1,3898,90.55,1086.6,90.55,1,0.9007894646335196
Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,1,4910,88.8,1065.6,2308.7999999999997,1,0.7618563740820444
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,1,3905,85.2,1022.4000000000001,596.4,1,0.8532823071041994
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,1,2834,91.4,1096.8000000000002,457.0,1,0.9016178645639743
Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,1,2265,106.15,1273.8000000000002,4458.3,1,0.7422236382623991
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,1,3443,45.3,543.5999999999999,181.2,1,0.6998888408907944
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,1,2919,73.25,879.0,146.5,1,0.8293458518406919
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,1,3758,51.05,612.5999999999999,408.4,1,0.44599425729185055
Female,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,1,2445,85.35,1024.1999999999998,768.15,1,0.8735869268128299
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,4403,75.35,904.1999999999999,75.35,1,0.9039397811353824
Male,No,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,1,4673,75.2,902.4000000000001,3233.6,1,0.5196890156435415
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,1,5527,20.9,250.79999999999998,20.9,1,0.45479389958846034
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,1,4849,43.3,519.5999999999999,129.89999999999998,1,0.7730932754443074
Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,1,6136,109.5,1314.0,7665.0,0,0.2811425040410514
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1,5118,84.8,1017.5999999999999,932.8,1,0.842427768965031
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,1,5863,95.05,1140.6,4752.5,1,0.7596736426877871
Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,1,4618,50.35,604.2,251.75,1,0.705597104502888
Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,5861,74.6,895.1999999999999,74.6,1,0.893032830217592
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,1,3438,19.7,236.39999999999998,315.2,1,0.3498912548669425
Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,1,5129,59.45,713.4000000000001,891.75,1,0.7180235977588658
Female,No,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,1,3322,105.2,1262.4,4839.2,1,0.32861912804245885
Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,1,3721,45.15,541.8,361.2,1,0.6635979573324691
Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,1,4115,93.8,1125.6,2907.7999999999997,1,0.7513542000784639
Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,3606,96.2,1154.4,3078.4,1,0.7469516480871377
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,1,3108,79.6,955.1999999999999,79.6,1,0.8896063128299415
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,1,2414,85.25,1023.0,1705.0,1,0.8306731080100545
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2088.8,1,2729,80.5,966.0,2093.0,1,0.7268736010761736
Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,1,2960,89.8,1077.6,449.0,1,0.896990562249532
Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,1,5355,50.75,609.0,50.75,1,0.7705657953536925
Female,No,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,1,2504,89.65,1075.8000000000002,1255.1000000000001,1,0.7537015649968634
Male,No,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,1,5220,65.4,784.8000000000001,2354.4,0,0.23006718668254983
Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,1,3585,72.9,874.8000000000001,656.1,0,0.29999015390403583
Male,No,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,223.45,1,3125,40.0,480.0,200.0,1,0.534584604535381
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,1,2313,99.45,1193.4,895.0500000000001,1,0.8468183053308317
Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,1,3529,86.25,1035.0,172.5,1,0.7466066969939176
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,4689,45.65,547.8,45.65,1,0.7915934579993334
Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,1,2899,70.1,841.1999999999999,560.8,1,0.7864795208749826
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,1,2767,70.2,842.4000000000001,140.4,1,0.8456146637300097
Female,No,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,1,5787,55.35,664.2,166.05,1,0.589084901360576
Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4146.05,1,6245,84.2,1010.4000000000001,4294.2,1,0.6887448202132288
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,1,3843,45.85,550.2,91.7,1,0.634630829034113
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,1,4696,75.25,903.0,2934.75,1,0.6063196358622523
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,1,3682,100.15,1201.8000000000002,1201.8000000000002,1,0.8536069523063404
Male,Yes,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,1,3157,105.75,1269.0,2749.5,1,0.8380672946522565
Female,Yes,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7,1,2167,48.35,580.2,870.3000000000001,1,0.8429111310617311
Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,1,2635,24.4,292.79999999999995,48.8,1,0.5365655129296978
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,1,5822,20.95,251.39999999999998,83.8,1,0.42826473902133727
Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,1,4989,49.55,594.5999999999999,49.55,1,0.7974339440292255
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,1,3361,20.25,243.0,182.25,1,0.345319486869049
Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,1,5461,50.15,601.8,100.3,1,0.6845393079198514
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,1,2151,95.9,1150.8000000000002,2781.1000000000004,1,0.8515763402818984
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,1,4628,25.25,303.0,25.25,1,0.8225002088027509
Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,1,3757,45.15,541.8,406.34999999999997,1,0.641692926924118
Female,No,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,1,5135,84.4,1012.8000000000001,4220.0,1,0.6597056875067836
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,1,4335,75.1,901.1999999999999,75.1,1,0.8914680636362096
Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,1,4596,70.15,841.8000000000001,3788.1000000000004,0,0.27734960110865614
Male,No,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,1,5545,101.75,1221.0,4273.5,1,0.7744292285155095
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,1,5973,45.8,549.5999999999999,45.8,1,0.7254185240485818
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,4933,20.1,241.20000000000002,20.1,1,0.5456893356200742
Male,No,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,1,4800,40.65,487.79999999999995,365.84999999999997,1,0.6917042700796496
Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,1,2436,101.0,1212.0,4646.0,1,0.8318962700912784
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,1,5795,69.1,829.1999999999999,69.1,1,0.8734539343073328
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,1,2189,75.0,900.0,975.0,1,0.7901550189111247
Male,No,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,1,2608,100.0,1200.0,1900.0,1,0.5535084214843458
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,1,5287,71.15,853.8000000000001,71.15,1,0.8890074744056407
Female,No,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,1,5153,54.15,649.8,1299.6,1,0.6238643547415853
Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,1,5516,108.75,1305.0,7286.25,0,0.17932263977994084
Female,No,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,1,5271,49.15,589.8,294.9,1,0.7555104009066602
Male,No,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,1,3785,19.4,232.79999999999998,388.0,0,0.11936608641611127
Female,Yes,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,1,4997,79.15,949.8000000000001,1583.0,1,0.7709455832577358
Male,Yes,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,1,4876,80.4,964.8000000000001,3698.4,1,0.7429091057698191
Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,5750,102.0,1224.0,1122.0,1,0.9125950809001376
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,3845,20.65,247.79999999999998,41.3,1,0.43507336787063866
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,3901,70.8,849.5999999999999,70.8,1,0.8295199692558456
Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,5953,89.05,1068.6,1424.8,1,0.755972136050892
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,3260,96.6,1159.1999999999998,289.79999999999995,1,0.9119973425855004
Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,1,4471,104.5,1254.0,5956.5,1,0.6622179031981529
Female,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,2353,50.6,607.2,253.0,1,0.7264766344845844
Male,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,1,5858,49.35,592.2,197.4,0,0.25618613016655917
Male,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,1,5267,94.25,1131.0,659.75,1,0.8721646022509515
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,1,5644,68.95,827.4000000000001,68.95,1,0.9027756914400963
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,4998,93.85,1126.1999999999998,187.7,1,0.9246061210525269
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,1,3685,76.05,912.5999999999999,304.2,1,0.8805908471850206
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,1,2121,24.45,293.4,24.45,1,0.8012139816080278
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,4154,89.35,1072.1999999999998,625.4499999999999,1,0.8230480071100672
Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,1,4167,80.35,964.1999999999999,321.4,1,0.9016391332589071
Female,Yes,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,1,5527,55.8,669.5999999999999,55.8,1,0.7421097302976736
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,1,3555,79.05,948.5999999999999,79.05,1,0.8810057453830268
Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,1,4489,95.0,1140.0,95.0,1,0.8921091027659559
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,1,3196,25.2,302.4,25.2,1,0.7381482128214562
Male,Yes,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,1,2169,98.4,1180.8000000000002,4034.4,1,0.801863099681895
Male,Yes,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,1,5910,79.4,952.8000000000001,5240.400000000001,0,0.03723251102703727
Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,1,3689,101.4,1216.8000000000002,3549.0,1,0.83252486520289
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,5124,89.8,1077.6,898.0,1,0.9193050857431146
Male,No,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,1,6274,109.75,1317.0,5926.5,0,0.1575470557578658
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,2279,19.3,231.60000000000002,38.6,0,0.24860854383631853
